"Año","Mes","Pareja - Expareja","Convivencia","Denuncia agresor","Suicidio","Tramo de edad Agresor","Tramo de edad Víctima","País de nacimiento Agresor","País de nacimiento Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2020","Febrero","Pareja","Sí","Había denuncia","No hubo tentativa","51-60 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2020","Febrero","Pareja","No consta","No había denuncia","No hubo tentativa","21-30 años","31-40 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Febrero","Pareja","No consta","No había denuncia","Suicidio consumado","51-60 años","41-50 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2020","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","",""
"Año 2020","Marzo","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2020","Marzo","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada","61-70 años","61-70 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Abril","Pareja","Sí","Había denuncia","No hubo tentativa","61-70 años","71-84 años","España","España","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Mayo","Pareja","Sí","Había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Mayo","Pareja en fase de separación","Sí","No había denuncia","Suicidio consumado","71-84 años","61-70 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Junio","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","41-50 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Junio","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2020","Julio","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Julio","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","18-20 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Julio","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2020","Julio","Pareja","Sí","Había denuncia","No hubo tentativa","51-60 años","51-60 años","España","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Expareja","Sí","No había denuncia","No hubo tentativa","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2020","Agosto","Expareja","No","No había denuncia","Tentativa no consumada","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","41-50 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2020","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Agosto","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","21-30 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2020","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2020","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Septiembre","Pareja","Sí","No había denuncia","Suicidio consumado","21-30 años","41-50 años","Otro país","Otro país","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Septiembre","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","51-60 años","Otro país","Otro país","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Octubre","Expareja","No","No había denuncia","Suicidio consumado","31-40 años","31-40 años","España","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"Año 2020","Noviembre","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Noviembre","Pareja","Sí","No había denuncia","Suicidio consumado",">=85 años","71-84 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Noviembre","Pareja en fase de separación","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","61-70 años","España","España","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2020","Diciembre","Pareja","Sí","No había denuncia","Tentativa no consumada","61-70 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2020","Diciembre","Pareja","Sí","Había denuncia","No hubo tentativa","61-70 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2020","Diciembre","Pareja","No","Había denuncia","Suicidio consumado","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Enero","Pareja","Sí","No había denuncia","Tentativa no consumada","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Febrero","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2021","Febrero","Pareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Febrero","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","61-70 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Marzo","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Marzo","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Abril","Expareja","No","No había denuncia","No hubo tentativa","21-30 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Abril","Expareja","No","No había denuncia","Tentativa no consumada","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Abril","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2021","Abril","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Expareja","Sí","Había denuncia","No hubo tentativa","51-60 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Expareja","No","Había denuncia","Tentativa no consumada","31-40 años","31-40 años","España","Otro país","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","51-60 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Pareja","Sí","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Pareja en fase de separación","No","No había denuncia","No hubo tentativa","51-60 años","41-50 años","España","España","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Mayo","Pareja en fase de separación","No consta","Había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2021","Junio","Expareja","No","No había denuncia","No hubo tentativa","21-30 años","16-17 años","Otro país","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Expareja","No","No había denuncia","Suicidio consumado","61-70 años","51-60 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Junio","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","41-50 años","Otro país","Otro país","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Junio","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja","No consta","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja","No consta","No había denuncia","Suicidio consumado","21-30 años","21-30 años","Otro país","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada","51-60 años","51-60 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Junio","Pareja en fase de separación","No","Había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Julio","Expareja","Sí","Había denuncia","Suicidio consumado","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Julio","Expareja","No","Había denuncia","No hubo tentativa","51-60 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2021","Julio","Expareja","No consta","No había denuncia","Suicidio consumado","51-60 años","41-50 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Julio","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Julio","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2021","Julio","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"Año 2021","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","31-40 años","España","Otro país","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","51-60 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Septiembre","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2021","Septiembre","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","41-50 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2021","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","61-70 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2021","Octubre","Pareja en fase de separación","Sí","No había denuncia","Suicidio consumado","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","",""
"Año 2021","Noviembre","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada","41-50 años","31-40 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Pareja","No","No había denuncia","No hubo tentativa","21-30 años","21-30 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Pareja","No","No había denuncia","Tentativa no consumada","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2021","Diciembre","Pareja","No consta","No había denuncia","No hubo tentativa","51-60 años","31-40 años","Otro país","Otro país","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"Año 2022","Enero","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Febrero","Expareja","No","No había denuncia","Tentativa no consumada","18-20 años","16-17 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2022","Febrero","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Marzo","Expareja","No","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Marzo","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0",""
"Año 2022","Marzo","Pareja en fase de separación","Sí","Había denuncia","No hubo tentativa","31-40 años","31-40 años","España","Otro país","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Marzo","Pareja en fase de separación","No","Había denuncia","Suicidio consumado","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Abril","Expareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Abril","Expareja","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Abril","Expareja","No","Había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Abril","Pareja","No consta","No había denuncia","Suicidio consumado","51-60 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Abril","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Expareja","No","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","Otro país","Otro país","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","41-50 años","España","España","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Pareja","Sí","Había denuncia","No hubo tentativa","31-40 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Pareja","Sí","Había denuncia","Tentativa no consumada","51-60 años","41-50 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Mayo","Pareja","No consta","No había denuncia","Tentativa no consumada","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Junio","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2022","Junio","Pareja","Sí","No había denuncia","Suicidio consumado","51-60 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Junio","Pareja","Sí","Había denuncia","Suicidio consumado","41-50 años","51-60 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Julio","Expareja","No","No había denuncia","No hubo tentativa","18-20 años","18-20 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Julio","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Julio","Pareja en fase de separación","Sí","No había denuncia","Suicidio consumado","51-60 años","41-50 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Agosto","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","18-20 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Agosto","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","51-60 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Septiembre","Pareja","Sí","Había denuncia","Suicidio consumado","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Septiembre","Pareja","No consta","No había denuncia","No hubo tentativa","71-84 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2022","Septiembre","Pareja en fase de separación","No","Había denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
